Filing Date,Document Type,Filed By,Description
"June 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535116503""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Amended Opening Comments on Corrected Staff Proposal. [The original Opening Comments were filed 5-28-2024.]
"June 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105371""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","ADMINISTRATIVE LAW JUDGES RULING REFORMING THE 2024/2025 DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK CYCLE (DIDF), OFF RAMPING THE PARTNERSHIP PILOT AND GRANTING THE MOTIONS TO TEMPORARILY SUSPEND PORTIONS OF THE DIDF"
"June 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534529452""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,"E-MAIL RULING ADDRESSING TWO MOTIONS FOR LEAVE TO LATE FILE AND THREE MOTIONS FOR PARTY STATUS. The motion of Clean Coalition requesting to late-file opening comments on the March 13, 2024, Staff Proposal to Improve the Distribution Planning and Execution Process is granted. The motion of Advanced Energy United requesting to late-file opening comments on the March 13, 2024, Staff Proposal to Improve the Distribution Planning and Execution Process is denied. 3.The motion of The Mobility House, Inc. requesting party status in R.21-06-017 is granted. 4.The motion of Voltera Power, LLC requesting party status in R.21-06-017 is granted. 5.The motion of PowerFlex, Inc. requesting party status in R.21-06-017 is denied, without prejudice."
"June 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105698""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","Administrative Lw Judges Ruling denying Enphase Energy, Inc.s motion."
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105858""><span style=""color:blue""><u>MOTION</u></span></a>",Voltera Power LLC,MOTION FOR PARTY STATUS OF VOLTERA POWER LLC IN THE ORDER INSTITUTING RULEMAKING TO MODERNIZE THE ELECTRIC GRID FOR A HIGH DISTRIBUTED ENERGY RESOURCES FUTURE
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105216""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105887""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105227""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105219""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sonoma Clean Power Authority,San Diego Community Power,San Jose Clean Energy,Peninsula Clean Energy Authority,Ava Community Energy Authority,Silicon Valley Clean Energy Authority",Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105464""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105883""><span style=""color:blue""><u>COMMENTS</u></span></a>",Rural County Representatives of California,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105325""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105323""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/MILEY/CPUC,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535027451""><span style=""color:blue""><u>COMMENTS</u></span></a>",Voltera Power LLC,REPLY COMMENTS ON STAFF PROPOSAL TO IMPROVE THE DISTRIBUTION PLANNING AND EXECUTION PROCESS
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534272449""><span style=""color:blue""><u>COMMENTS</u></span></a>",Local Government Sustainable Energy Coalition,REPLY COMMENTS ON STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105221""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105011""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105213""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALSTART, Inc.",Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105324""><span style=""color:blue""><u>COMMENTS</u></span></a>",Advanced Energy United,Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105888""><span style=""color:blue""><u>COMMENTS</u></span></a>","Environmental Defense Fund,Natural Resources Defense Council",Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105220""><span style=""color:blue""><u>COMMENTS</u></span></a>","Interstate Renewable Energy Council, Inc.",Reply Comments on Administrative Law Judges Ruling
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534344086""><span style=""color:blue""><u>COMMENTS</u></span></a>",Powering America's Commercial Transportation,REPLY COMMENTS ON THE STAFF PROPOSAL FOR THE HIGH DISTRIBUTED ENERGY RESOURCES PROCEEDING
"June 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105454""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.",Reply Comments on Administrative Law Judges Ruling
"June 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=533539106""><span style=""color:blue""><u>MOTION</u></span></a>","PowerFlex, Inc.",MOTION FOR PARTY STATUS
"June 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=533312677""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","EMAIL RULING PARTIALLY GRANTING EXTENSION OF TIME FOR COMMENTS. The request for an extension of time to file Reply Comments on the March 13, 2024, Staff Proposal is denied; Reply Comments shall be filed on June 18, 2024.2.The request for an extension of time to file Opening Comments on the Working Group Reports Ruling is partially granting; Opening Comments shall be filed on July 8, 2024.3. The request for an extension of time to file Reply Comments on the Working Group Reports Ruling is partially granted; Reply Comments shall be filed on July 22, 2024."
"June 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=533312666""><span style=""color:blue""><u>MOTION</u></span></a>",MOBILITY HOUSE,MOTION FOR PARTY STATUS [Second Request]
"June 04, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532845147""><span style=""color:blue""><u>MOTION</u></span></a>",Advanced Energy United,ADVANCED ENERGY UNITEDS MOTION TO LATE-FILE OPENING COMMENTS ON STAFF PROPOSAL
"June 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532677280""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/HYMES/CPUC,ALJ/LAKHANPAL/CPUC",Administrative Law Judges Ruling providing uncorrupted Attachments.
"June 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532702662""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/HYMES/CPUC,ALJ/LAKHANPAL/CPUC","E-MAIL RULING DENYING WITHOUT PREJUDICE UTILITYAPI, INC.AND THE MOBILITY HOUSE MOTIONS FOR PARTY STATUS"
"May 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532621178""><span style=""color:blue""><u>MOTION</u></span></a>",Clean Coalition,MOTION TO LATE-FILE OPENING COMMENTS ON STAFF PROPOSAL
"May 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532677182""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,ADMINISTRATIVE LAW JUDGES RULING PROVIDING TWO WORKING GROUP REPORT AND DIRECTING RESPONSES TO QUESTIONS ON REPORTS.
"May 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534344019""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,COMMENTS ON STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532262606""><span style=""color:blue""><u>COMMENTS</u></span></a>","Leapfrog Power, Inc.",OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON STAFF PROPSOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=533537816""><span style=""color:blue""><u>COMMENTS</u></span></a>",Local Government Sustainable Energy Coalition,Opening Comments on Staff Proposal for the High DER Proceeding.
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532262611""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALSTART, Inc.",OPENING COMMENTS ON STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532621172""><span style=""color:blue""><u>RESPONSE</u></span></a>","Interstate Renewable Energy Council, Inc.",RESPONSE TO CORRECTED STAFF PROPOSAL FOR THE HIGH DER PROCEEDING.
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532266964""><span style=""color:blue""><u>COMMENTS</u></span></a>","The City of Long Beach, CA, a Municipal Corp, Acting by & Through its Board of Harbor Cmmrs","OPENING COMMENTS IN RESPONSE TO ADMINISTRATIVE LAW JUDGES MARCH 13, 2024 RULING SEEKING COMMENT ON STAFF PROPOSAL"
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532685908""><span style=""color:blue""><u>COMMENTS</u></span></a>","Tesla, Inc.",OPENING COMMENTS ON MARCH 13 ADMISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532629237""><span style=""color:blue""><u>REPLY</u></span></a>",Pacific Gas and Electric Company,Reply to the Response of Public Advocates to Motion of PGE to Temporarily Suspend Portions of the Distribution Investment Deferral Framework Process for 2024-2025.
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532265730""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,COMMENTS OF THE VEHICLE-GRID INTEGRATION COUNCIL ON THE HIGH DER STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532265713""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,OPENING COMMENTS ON STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532693970""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,OPENING COMMENTS ON THE STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532677194""><span style=""color:blue""><u>COMMENTS</u></span></a>",350 Bay Area,OPENING COMMENTS ON THE STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532262605""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Jose Clean Energy,Ava Community Energy Authority,San Diego Community Power,Peninsula Clean Energy Authority,Sonoma Clean Power Authority,Silicon Valley Clean Energy Authority",JOINT OPENING COMMENTS ON STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532673787""><span style=""color:blue""><u>COMMENTS</u></span></a>",Powering America's Commercial Transportation,Opening Comments on the Staff Proposal for the High Distributed Energy Resources (DER) Proceeding.
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532683556""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/M.Miley/CPUC, COMMENTS OF THE PUBLIC ADVOCATES OFFICE ON ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532265739""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,GREEN POWER INSTITUTE OPENING COMMENTS ON CORRECTED STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532197309""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association,OPENING COMMENTS ON STAFF PROPOSAL FOR THE HIGH DER PROCEEDING
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532194285""><span style=""color:blue""><u>COMMENTS</u></span></a>","Environmental Defense Fund,Natural Resources Defense Council",OPENING COMMENTS ON STAFF PROPOSAL TO IMPROVE THE DISTRIBUTION PLANNING AND EXECUTION PROCESS
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532677198""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON TRACK 1 PHASE 1 STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532629223""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vote Solar,OPENING COMMENTS OF VOTE SOLAR ON ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON STAFF PROPOSAL
"May 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532268169""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,OPENING COMMENTS ON THE STAFF PROPOSAL TO IMPROVE THE DISTRIBUTION PLANNING AND EXECUTION PROCESS
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532042322""><span style=""color:blue""><u>RESPONSE</u></span></a>",San Diego Gas & Electric Company,"RESPONSE TO ENPHASE ENERGY, INC.'S MOTION TO AMEND SCOPING RULING AND SCHEDULE"
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532042774""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Solar & Storage Association,RESPONSE TO THE MOTION OF ENPHASE ENERGY TO AMEND THE SCOPING MEMO
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532043423""><span style=""color:blue""><u>RESPONSE</u></span></a>",Cal Advocates/M.Miley/CPUC,"RESPONSE TO MOTION OF ENPHASE ENERGY, INC. TO AMEND SCOPING RULING AND SCHEDULE TO ADDRESS OPTIONAL FLEXIBLE CONNECTION AGREEMENTS AND THE UNDERWRITERS' LABORATORY 3141 STANDARD FOR POWER CONTROL SYSTEMS IN INVESTOR-OWNED UTILITIES ENERGIZATION RULES"
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532043420""><span style=""color:blue""><u>RESPONSE</u></span></a>",Pacific Gas and Electric Company,"RESPONSE TO THE  MOTION OF ENPHASE ENERGY, INC. TO AMEND SCOPING RULING AND SCHEDULE TO ADDRESS OPTIONAL FLEXIBLE CONNECTION AGREEMENTS AND THE UNDERWRITERS' LABORATORY 3141 STANDARD FOR POWER CONTROL SYSTEMS IN INVESTOR-OWNED UTILITIES ENERGIZATION RULES"
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532042775""><span style=""color:blue""><u>RESPONSE</u></span></a>",Clean Coalition,"RESPONSE TO MOTION OF ENPHASE ENERGY, INC. TO AMEND SCOPING RULING AND SCHEDULE TO ADDRESS OPTIONAL FLEXIBLE CONNECTION AGREEMENTS AND THE UNDERWRITERS' LABORATORY 3141 STANDARD FOR POWER CONTROL SYSTEMS IN INVESTOR-OWNED UTILITIES ENERGIZATION RULES"
"May 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532042324""><span style=""color:blue""><u>RESPONSE</u></span></a>",Vehicle-Grid Integration Council,"RESPONSE TO MOTION OF ENPHASE  ENERGY, INC. TO AMEND SCOPING RULING AND SCHEDULE TO ADDRESS OPTIONAL FLEXIBLE  CONNECTION AGREEMENTS AND THE UNDERWRITERS' LABORATORY 3141  STANDARD FOR  POWER CONTROL SYSTEMS IN INVESTOR-OWNED UTILITIES ENERGIZATION RULES"
"May 20, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532043154""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","E-MAIL RULING GRANTING PACIFIC GAS AND ELECTRIC COMPANYS REQUEST TO FILE AND SERVE A REPLY TO PUBLIC ADVOCATES OFFICE AT THE CALIFORNIA PUBLIC UTILITIES COMMISSIONS RESPONSE TO PACIFIC GAS AND ELECTRIC COMPANYS MOTION TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK PROCESS FOR 2024-2025. PG&Es May 17, 2024, email request to the Administrative Law Judges to file a reply complies with the Commissions Rules of Practice and Procedure 11.1(f). Accordingly, PG&E must file and serve a Reply on or before May 27, 2024. The written reply must state in the opening paragraph that the Administrative Law Judges have authorized its filing and must state the date and the manner in which the authorization was given."
"May 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531704341""><span style=""color:blue""><u>REPLY</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company",REPLY TO THE PUBLIC ADVOCATES OFFICE'S RESPONSE OPPOSING MOTION TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT  DEFERRAL FRAMEWORK PROCESS FOR 2024-2025
"May 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531366343""><span style=""color:blue""><u>MOTION</u></span></a>",The Mobility House,"MOTION OF THE MOBILITY HOUSE FOR PARTY STATUS. MFPS DENIED Without Prejudice via E-mail Ruling issued on June 3, 2024 by ALJ Manisha Lakhanpal and ALJ Kelly Hymes."
"May 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531575175""><span style=""color:blue""><u>RESPONSE</u></span></a>",Coalition of California Utility Employees,RESPONSE TO MOTION OF PACIFIC GAS AND ELECTRIC COMPANY TO TEMPORARILY SUSPEND THE 2024-2025 DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK
"May 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531552905""><span style=""color:blue""><u>RESPONSE</u></span></a>",Cal Advocates/M.Miley/CPUC,RESPONSE TO MOTION OF PACIFIC GAS & ELECTRIC COMPANY TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK PROCESS FOR 2024-2025
"May 10, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531561023""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/HYMES/CPUC,ALJ/LAKHANPAL/CPUC",EMAIL RULINGGRANTING REQUEST FROM UTILITIES TO REPLY TO RESPONSES AND DENYING REQUEST FROM GREEN POWER INSTITUTE TO REPLY
"May 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531085813""><span style=""color:blue""><u>MOTION</u></span></a>","CALSTART, Inc.",MOTION FOR PARTY STATUS
"May 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531247679""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/HYMES/CPUC,ALJ/LAKHANPAL/CPUC","E-MAIL RULING DEEMING ENPHASE'S MOTION FOR PARTY STATUS MOOT AND GRANTING PARTY STATUS TO PILOT TRAVEL CENTERS AND CALSTART, INC."
"May 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531294249""><span style=""color:blue""><u>MOTION</u></span></a>","UTILITYAPI, INC.","MOTION FOR PARTY STATUS. MFPS DENIED Without Prejudice via E-mail Ruling issued on June 3, 2024 by ALJ Manisha Lakhanpal and ALJ Kelly Hymes."
"May 06, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531085789""><span style=""color:blue""><u>RESPONSE</u></span></a>",Cal Advocates/M.Miley/CPUC,RESPONSE TO MOTION OF SOUTHERN CALIFORNIA EDISON COMPANY AND SAN DIEGO GAS & ELECTRIC COMPANY TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK PROCESS FOR 2024-2025
"May 06, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531303718""><span style=""color:blue""><u>MOTION</u></span></a>","Enphase Energy, Inc.",MOTION TO AMEND SCOPING RULING AND SCHEDULE TO ADDRESS OPTIONAL FLEXIBLE CONNECTION AGREEMENTS AND THE UNDERWRITERS' LABORATORY 3141 STANDARD FOR POWER CONTROL SYSTEMS IN INVESTOR-OWNED UTILITIES ENERGIZATION RULES
"May 06, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531104301""><span style=""color:blue""><u>RESPONSE</u></span></a>",Coalition of California Utility Employees,RESPONSE TO MOTION OF SOUTHERN CALIFORNIA EDISON COMPANY AND SAN DIEGO GAS & ELECTRIC COMPANY TO SUSPEND 2024-2025 DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK
"May 06, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531104279""><span style=""color:blue""><u>MOTION</u></span></a>","Enphase Energy, Inc.",MOTION FOR PARTY STATUS
"April 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=530702550""><span style=""color:blue""><u>MOTION</u></span></a>",Pacific Gas and Electric Company,MOTION TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK PROCESS FOR 2024-2025
"April 26, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=530702533""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,San Diego Gas & Electric Companys Recommended 2024 Distribution Investment Deferral Framework Reforms (filing authorized by Energy Division).
"April 26, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=530463531""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Pacific Gas and Electric Companys Annual Distribution Investment Deferral Framework Reform and Partnership Pilot Reform comments (filing authorized by Energy Division).
"April 26, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=530324597""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Southern California Edison Companys comments on possible improvements to the 2024 Distribution Investment Deferral Framework Process (filing authorized by Energy Division).
"April 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=529919431""><span style=""color:blue""><u>MOTION</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company",MOTION OF SOUTHERN CALIFORNIA EDISON COMPANY (U 338-E) AND SAN DIEGO GAS & ELECTRIC COMPANY (U 902 E) TO TEMPORARILY SUSPEND PORTIONS OF THE DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK PROCESS FOR 2024-2025
"April 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=529525509""><span style=""color:blue""><u>MOTION</u></span></a>",Pilot Travel Centers LLC,MOTION FOR PARTY STATUS
"April 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=529441528""><span style=""color:blue""><u>REPORT</u></span></a>","San Diego Gas & Electric Company,Pacific Gas and Electric Company,Southern California Edison Company",2024 INDEPENDENT PROFESSIONAL ENGINEER FINAL IPE POST DPAG REPORT
"April 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528884800""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","Administrative Law Judges Ruling memorializing extension of time to file comments and providing corrected Staff Proposal. Parties shall file opening comments on May 28, 2024, and reply comments on June 18, 2024."
"April 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528846506""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,INDEPENDENT EVALUATOR REPORT - 2023 DIDF RFO
"April 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=529238398""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Comments on the Staff Proposal for the High DER Proceeding
"April 02, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528920103""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","EMAIL RULING GRANTING PARTY STATUS TO OPEN ACCESS TECHNOLOGY INTERNATIONAL, INC"
