Filing Date,Document Type,Filed By,Description
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328308590""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",JOINT COMMENTS ON AFFORDABILITY METRICS FRAMEWORK REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328287001""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,COMMENTS ON RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328691057""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,COMMENTS ON THE REVISED STAFF PROPOSAL IN THE AFFORDABILITY PROCEEDING
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328691058""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328209849""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/OBIORA/CPUC,OPENING COMMENTS ON THE ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=327746413""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",JOINT COMMENTS TO ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328287004""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",JOINT COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328292348""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328298078""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,COMMENTS ON THE REVISED STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328298074""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,OPENING COMMENTS ON THE REVISED AFFORDABILITY METRICS FRAMEWORK STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328287003""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,COMMENTS ON THE ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328379721""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA CABLE AND TELECOMMUNICATIONS ASSOCIATION,COMMENTS ON REVISED STAFF PROPOSAL
"February 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=326933423""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,E-MAIL RULING MOTION FOR PARTY STATUS OF THE CITY OF LANCASTER
"February 05, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=326376798""><span style=""color:blue""><u>MOTION</u></span></a>",City of Lancaster,MOTION FOR PARTY STATUS
"January 30, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=326933387""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,E-MAIL RULING GRANTING WITHDRAWAL OF THE MOTION TO COMPEL BY PUBLIC ADVOCATES OFFICE
"January 27, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=325526265""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,Administrative Law Judge’s Ruling inviting comments on revised staff proposal.
"January 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=324386742""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,"E-mail Ruling Extending Time to Respond to the Motion to Compel by Public Advocates Office [Responses to the Motion of the Public Advocates Office to Compel Responses to data requests from AT&T, Inc. and Comcast Phone of California, LLC are now due February 3, 2020]"
"December 16, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=322210433""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,"E-mail Ruling Granting Request for Extension of Time to Respond [Responses to the Motion of the Public Advocates Office to compel responses to data requests from AT&T, Inc. and Comcast Phone of California, LLC are due January 6, 2020]"
"December 12, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=326933385""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,"MOTION OF THE PUBLIC ADVOCATES OFFICE TO COMPEL RESPONSES TO DATA REQUESTS FROM AT&T INC, COMCAST PHONE OF CALIFORNIA LLC."
"November 08, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319288252""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,Assigned Commissioner’s Amended Scoping Memo and Ruling. The category of the proceeding is quasi-legislative. Evidentiary hearings are not needed. The scope and the schedule of this proceeding are as set forth.
"October 31, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319009910""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,Notice of Reassignment of Administrative Law Judge [R.18-07-006 is being reassigned from ALJ Sophia J. Park to ALJ Patrick Doherty]
"September 23, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319526491""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319457664""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319752900""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319408471""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319526435""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319457668""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319457687""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319526454""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319530368""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319752875""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=320829911""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319752898""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319760293""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319530371""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply Comments
"September 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319752903""><span style=""color:blue""><u>COMMENTS</u></span></a>",CA Cable and Telecommunications,Reply Comments
"September 19, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=319341950""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,Reply Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168703""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALAVERAS TELEPHONE COMPANY,CAL-ORE TELEPHONE CO.,DUCOR TELEPHONE COMPANY,FORESTHILL TELEPHONE CO.,HAPPY VALLEY TELEPHONE COMPANY,HORNITOS TELEPHONE COMPANY,KERMAN TELEPHONE CO.,PINNACLES TELEPHONE CO.,THE PONDEROSA TELEPHONE CO.,SIERRA TELEPHONE COMPANY, INC.,THE SISKIYOU TELEPHONE COMPANY,VOLCANO TELEPHONE COMPANY,WINTERHAVEN TELEPHONE COMPANY",Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318169045""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168095""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318605358""><span style=""color:blue""><u>COMMENTS</u></span></a>",PacifiCorp,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318595518""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168627""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168706""><span style=""color:blue""><u>COMMENTS</u></span></a>",CA Cable and Telecommunications,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168952""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/OBIORA/CPUC,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318595506""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318169166""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168397""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318612501""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168954""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,Opening Comments
"September 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=318168407""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,Opening Comments
"August 20, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311289393""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,Administrative Law Judge’s Ruling Inviting Comments on Staff Proposal
"July 30, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310022783""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,E-MAIL RULING NOTICING WORKSHOP ON STAFF PROPOSAL
"June 12, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=299659516""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,Administrative Law Judge’s Ruling on Rising Sun Center for Opportunity’s showing of significant financial hardship. The Notice of Intent to Claim Intervenor Compensation filed by Rising Sun Center for Opportunity is rejected. Additional guidance is provided to Rising Sun Center for Opportunity as is set forth.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297204087""><span style=""color:blue""><u>REPLY</u></span></a>",Pacific Gas and Electric Company,Reply Comments on ALJ Ruling Adding Workshop Presentations Into the Record and Responses to Post-Workshop Questions.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298505206""><span style=""color:blue""><u>REPLY</u></span></a>",Southern California Edison Company,Reply Comments on Ruling Adding Workshop Presentations into the Record and Inviting Post Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296878729""><span style=""color:blue""><u>REPLY</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Post Workshop Reply Comments on Responses to Questions Presented in ATTACHMENT J to ALJ Ruling.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576209""><span style=""color:blue""><u>REPLY</u></span></a>",California Water Association,Reply Comments to Post-Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298505209""><span style=""color:blue""><u>REPLY</u></span></a>",The Greenlining Institute,Reply Comments to ALJ Ruling Adding Workshop Presentation to the Record and Inviting Post-Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298506871""><span style=""color:blue""><u>REPLY</u></span></a>",Utility Consumers' Action Network,Reply Comments to Questions Presented in ATTACHMENT J of (this) Rulemaking.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114266""><span style=""color:blue""><u>REPLY</u></span></a>","New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.,Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC",Reply Comments on ALJ Ruling Adding Workshop Presentations into the Record and Inviting Post Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114263""><span style=""color:blue""><u>REPLY</u></span></a>",GRID Alternatives,Reply Comments on ALJ Ruling Adding Workshop Presentations into the Record and Inviting Post Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298506868""><span style=""color:blue""><u>REPLY</u></span></a>","National Diversity Coalition,National Asian American Coalition",Post Workshop Reply Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576213""><span style=""color:blue""><u>REPLY</u></span></a>",The Utility Reform Network,Reply Comments on ALJ Ruling .
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114262""><span style=""color:blue""><u>REPLY</u></span></a>",Center for Accessible Technology,Post-Workshop Reply Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114269""><span style=""color:blue""><u>REPLY</u></span></a>",Cal Advocates/OBIORA/CPUC,Reply Comments on ALJ Ruling Adding Workshop Presentations into the Record and Inviting Post Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298846517""><span style=""color:blue""><u>REPLY</u></span></a>",California Community Choice Association,Reply Comments in Response to the ALJ Ruling Adding Workshop Presentations into the Record and Inviting Post-Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576212""><span style=""color:blue""><u>REPLY</u></span></a>","CALAVERAS TELEPHONE COMPANY,CAL-ORE TELEPHONE CO.,DUCOR TELEPHONE COMPANY,FORESTHILL TELEPHONE CO.,HAPPY VALLEY TELEPHONE COMPANY,HORNITOS TELEPHONE COMPANY,KERMAN TELEPHONE CO.,PINNACLES TELEPHONE CO.,THE PONDEROSA TELEPHONE CO.,SIERRA TELEPHONE COMPANY, INC.,THE SISKIYOU TELEPHONE COMPANY,VOLCANO TELEPHONE COMPANY,WINTERHAVEN TELEPHONE COMPANY",Reply Comments on Selected Proposals and Questions in ATTACHMENT J to ALJ Ruling Adding Workshop Presentation to the Record and Inviting Post-Workshop Comments.
"June 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576210""><span style=""color:blue""><u>REPLY</u></span></a>",CA Cable and Telecommunications,Post Workshop Reply Comments 
"May 30, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296319049""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,ADMINISTRATIVE LAW JUDGE’S RULING ON UTILITY CONSUMERS’ ACTION NETWORK’S SHOWING OF SIGNIFICANT FINANCIAL HARDSHIP
"May 14, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297204085""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Answers to the Questions Posed in APPENDIX J of (this) Rulemaking.
"May 14, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=292287391""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,E-MAIL RULING AUTHORIZING LATE FILING OF COMMENTS
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298530392""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Opening Comments to the ALJ’s Ruling Adding Workshop Presentations to the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298506865""><span style=""color:blue""><u>COMMENTS</u></span></a>",CA Cable and Telecommunications,Post Workshop Comments 
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298506862""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,Comments in Response to ALJ Ruling Adding Workshop Presentation into the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296319118""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Post Workshop Comments on Selected Proposals and Questions in Attachment J to ALJ Ruling Adding Workshop Presentations into the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114256""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Post Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296319119""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening Comments on the ALJ's Ruling.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576195""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Comments to the ALJ’s Ruling Adding Workshop Presentations to the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296319117""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Ruling Adding Workshop Presentations into the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297204084""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Diversity Coalition,National Asian American Coalition",Post Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296576198""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298846524""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Post Workshop Comments on the Selected Proposals and Questions Presented in Attachment J to ALJ Ruling.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297114259""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,Comments on ALJ’s Ruling Adding Workshop Presentations into the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=298530391""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,Opening Comments on the ALJ’s Ruling Adding Workshop Presentations into the Record and Inviting Post-Workshop Comments.
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=296878725""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Opening Comments on ALJ Ruling Adding Workshop Presentations Into the Record and Inviting Post-Workshop Comments
"May 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=297204077""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments on the ALJ’s Ruling Adding Workshop Presentations into the Record and Responses to Post-Workshop Questions.
"May 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=289993741""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,E-MAIL RULING GRANTING EXTENSION OF TIME TO FILE POST-WORKSHOP REPLY COMMENTS
"May 06, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=288330379""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,"Administrative Law Judge’s Ruling on Pacific Institute for Studies in Development, Environment and Security ’s showing of significant financial hardship. Pacific Institute for Studies in Development, Environment and Security has shown significant financial hardship and is preliminarily determined to be eligible for intervenor compensation in this proceeding."
"April 12, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=281395483""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,Administrative Law Judge’s Ruling adding workshop presentations into the record and inviting post-workshop comments. Comments due within 30 days. Reply comments due within 7 days of filing comments.
"February 19, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=266859006""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,EMAIL RULING GRANTING MOTION FOR PARTY STATUS AND MOTION TO WITHDRAW AS A PARTY
"February 04, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=266859300""><span style=""color:blue""><u>MOTION</u></span></a>",CONSUMER FEDERATION OF CALIFORNIA FOUNDATION,MOTION TO WITHDRAW AS A PARTY
"January 30, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=262687354""><span style=""color:blue""><u>MOTION</u></span></a>",GRID Alternatives,MOTION FOR PARTY STATUS
"December 14, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=250547807""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,"EMAIL RULING GRANTING MOTIONS FOR PARTY STATUS:  (1) Utility Consumers’ Action Network, (2) Pacific Institute for Studies in Development, Environment, and Security (3) and Rising Sun Energy Center."
"December 06, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=247368038""><span style=""color:blue""><u>MOTION</u></span></a>",Rising Sun Energy Center,MOTION FOR PARTY STATUS
